brand,model,identification,title,full_title,memory,color,price,discount_price,image,link,category,subcategory
MSI,"17.3"" GS76 Stealth 11UG-626XAZ (9S717M111626)",,"MSI 17.3"" GS76 Stealth 11UG-626XAZ (9S717M111626)","MSI 17.3"" GS76 Stealth 11UG-626XAZ (9S717M111626) ",,,5559,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/msisteah-min.jpg,"https://www.w-t.az/mehsul/61b4974de969ed1bf80b1495/msi-17.3""-gs76-stealth-11ug-626xaz-(9s717m111626)",Kompüter texnikası,Notbuklar
Asus,"15.6"" VivoBook Pro M3500QA-L1067 90NB0US1 (M00970)",,"Asus 15.6"" VivoBook Pro M3500QA-L1067 90NB0US1 (M00970)","Asus 15.6"" VivoBook Pro M3500QA-L1067 90NB0US1 (M00970) ",,,1699,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/asusneeewww-min.jpg,"https://www.w-t.az/mehsul/61b4a98ce969ed1bf80b44c5/asus-15.6""-vivobook-pro-m3500qa-l1067-90nb0us1-(m00970)",Kompüter texnikası,Notbuklar
MSI,"17.3"" GP76 Leopard 11UG-835XAZ (9S717K322835)",,"MSI 17.3"" GP76 Leopard 11UG-835XAZ (9S717K322835)","MSI 17.3"" GP76 Leopard 11UG-835XAZ (9S717K322835) ",,,4999,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/msireide2-min-min.jpg,"https://www.w-t.az/mehsul/61b71ba8e969ed1bf80cd00b/msi-17.3""-gp76-leopard-11ug-835xaz-(9s717k322835)",Kompüter texnikası,Notbuklar
MSI,"17.3"" GL76 Pulse 11UEK-411XAZ (9S717L122411)",,"MSI 17.3"" GL76 Pulse 11UEK-411XAZ (9S717L122411)","MSI 17.3"" GL76 Pulse 11UEK-411XAZ (9S717L122411) ",,,3809,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/pulsenew-min.jpg,"https://www.w-t.az/mehsul/61b72179e969ed1bf80ce049/msi-17.3""-gl76-pulse-11uek-411xaz-(9s717l122411)",Kompüter texnikası,Notbuklar
Asus,"15.6"" VivoBook K513EA-L11011T 90NB0SG1 (M16740)",,"Asus 15.6"" VivoBook K513EA-L11011T 90NB0SG1 (M16740)","Asus 15.6"" VivoBook K513EA-L11011T 90NB0SG1 (M16740) ",,,2359,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/(M16740)-min (1).jpg,"https://www.w-t.az/mehsul/61b72949e969ed1bf80cf18c/asus-15.6""-vivobook-k513ea-l11011t-90nb0sg1-(m16740)",Kompüter texnikası,Notbuklar
Asus,"14"" VivoBook Pro K3400PA-KM089 90NB0UY2 (M01730)",,"Asus 14"" VivoBook Pro K3400PA-KM089 90NB0UY2 (M01730)","Asus 14"" VivoBook Pro K3400PA-KM089 90NB0UY2 (M01730) ",,,2099,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/(M16740)-min (1).jpg,"https://www.w-t.az/mehsul/61b72bfde969ed1bf80cfc33/asus-14""-vivobook-pro-k3400pa-km089-90nb0uy2-(m01730)",Kompüter texnikası,Notbuklar
Asus,"15.6"" Gaming TUF506HC-UB74 90NR0723 (M00320)",,"Asus 15.6"" Gaming TUF506HC-UB74 90NR0723 (M00320)","Asus 15.6"" Gaming TUF506HC-UB74 90NR0723 (M00320) ",,,2999,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/10300H-min.jpg,"https://www.w-t.az/mehsul/61cc5162027595325c2bf38d/asus-15.6""-gaming-tuf506hc-ub74-90nr0723-(m00320)",Kompüter texnikası,Notbuklar
HP,"15.6"" Laptop 15-dy2095wm (47X70UA)",,"HP 15.6"" Laptop 15-dy2095wm (47X70UA)","HP 15.6"" Laptop 15-dy2095wm (47X70UA) ",,,1419,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/eq1193ur-min.jpg,"https://www.w-t.az/mehsul/61cc7173027595325c2c3c62/hp-15.6""-laptop-15-dy2095wm-(47x70ua)",Kompüter texnikası,Notbuklar
Lenovo,"15.6"" Legion 5 15ACH6H (82JU00BVRK)",,"Lenovo 15.6"" Legion 5 15ACH6H (82JU00BVRK)","Lenovo 15.6"" Legion 5 15ACH6H (82JU00BVRK) ",,,2979,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/82JU00BVRK-min.jpg,"https://www.w-t.az/mehsul/61e7d6db19426407837f3368/lenovo-15.6""-legion-5-15ach6h-(82ju00bvrk)",Kompüter texnikası,Notbuklar
Lenovo,"15.6""  V15 Gen 2 (82KD0033RU)",,"Lenovo 15.6""  V15 Gen 2 (82KD0033RU)","Lenovo 15.6""  V15 Gen 2 (82KD0033RU) ",,,1339,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/82KD0033RU433-min.jpg,"https://www.w-t.az/mehsul/61f24dd00e44991335466695/lenovo-15.6""-v15-gen-2-(82kd0033ru)",Kompüter texnikası,Notbuklar
Asus,"14"" AU X409FA-1GEK 90NB0MS2 (M000B0)",,"Asus 14"" AU X409FA-1GEK 90NB0MS2 (M000B0)","Asus 14"" AU X409FA-1GEK 90NB0MS2 (M000B0) ",,,1129,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/M000B02-min.jpg,"https://www.w-t.az/mehsul/61f25cb4a7511331e941d4a5/asus-14""-au-x409fa-1gek-90nb0ms2-(m000b0)",Kompüter texnikası,Notbuklar
Asus,"15.6"" X515EA-BR1234 90NB0TY3 (M20010)",,"Asus 15.6"" X515EA-BR1234 90NB0TY3 (M20010)","Asus 15.6"" X515EA-BR1234 90NB0TY3 (M20010) ",,,899,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/M20010-min.jpg,"https://www.w-t.az/mehsul/61f273fda7511331e942240b/asus-15.6""-x515ea-br1234-90nb0ty3-(m20010)",Kompüter texnikası,Notbuklar
Asus,"15.6"" E510MA-EJ641 90NB0Q64 (M003C0)",,"Asus 15.6"" E510MA-EJ641 90NB0Q64 (M003C0)","Asus 15.6"" E510MA-EJ641 90NB0Q64 (M003C0) ",,,899,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/M20010-min.jpg,"https://www.w-t.az/mehsul/61f28d29a7511331e942c036/asus-15.6""-e510ma-ej641-90nb0q64-(m003c0)",Kompüter texnikası,Notbuklar
Asus,"15.6"" VivoBook K513EA-L11012 90NB0SG1 (M17650)",,"Asus 15.6"" VivoBook K513EA-L11012 90NB0SG1 (M17650)","Asus 15.6"" VivoBook K513EA-L11012 90NB0SG1 (M17650) ",,,1799,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/viva156-min.jpg,"https://www.w-t.az/mehsul/61f29224a7511331e942de81/asus-15.6""-vivobook-k513ea-l11012-90nb0sg1-(m17650)",Kompüter texnikası,Notbuklar
Asus,"15.6"" VivoBook K513EA-BQ1886 90NB0SG2 (M000N0)",,"Asus 15.6"" VivoBook K513EA-BQ1886 90NB0SG2 (M000N0)","Asus 15.6"" VivoBook K513EA-BQ1886 90NB0SG2 (M000N0) ",,,1629,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/M000n10-min.jpg,"https://www.w-t.az/mehsul/61f297baa7511331e942fcab/asus-15.6""-vivobook-k513ea-bq1886-90nb0sg2-(m000n0)",Kompüter texnikası,Notbuklar
Asus,"15.6"" K513EA-BQ1887 90NB0SG3 (M000P0)",,"Asus 15.6"" K513EA-BQ1887 90NB0SG3 (M000P0)","Asus 15.6"" K513EA-BQ1887 90NB0SG3 (M000P0) ",,,1629,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/M000n10-min.jpg,"https://www.w-t.az/mehsul/61f2a40ea7511331e9432b2d/asus-15.6""-k513ea-bq1887-90nb0sg3-(m000p0)",Kompüter texnikası,Notbuklar
Asus,"15.6"" VivoBook K513EA-L11950 90NB0SG1 (M30650)",,"Asus 15.6"" VivoBook K513EA-L11950 90NB0SG1 (M30650)","Asus 15.6"" VivoBook K513EA-L11950 90NB0SG1 (M30650) ",,,1869,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/viva156-min.jpg,"https://www.w-t.az/mehsul/61f38dbea7511331e944ed1f/asus-15.6""-vivobook-k513ea-l11950-90nb0sg1-(m30650)",Kompüter texnikası,Notbuklar
Asus,"15.6"" VivoBook K513EA-BQ2387 90NB0SG1 (M36600)",,"Asus 15.6"" VivoBook K513EA-BQ2387 90NB0SG1 (M36600)","Asus 15.6"" VivoBook K513EA-BQ2387 90NB0SG1 (M36600) ",,,1549,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/m366600-min.jpg,"https://www.w-t.az/mehsul/61f39376a7511331e94501a9/asus-15.6""-vivobook-k513ea-bq2387-90nb0sg1-(m36600)",Kompüter texnikası,Notbuklar
Asus,"15.6"" VivoBook X513EA-BQ2420 90NB0SG6 (M37470)",,"Asus 15.6"" VivoBook X513EA-BQ2420 90NB0SG6 (M37470)","Asus 15.6"" VivoBook X513EA-BQ2420 90NB0SG6 (M37470) ",,,1539,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/n333322233-min.jpg,"https://www.w-t.az/mehsul/61f39c36a7511331e9452d5c/asus-15.6""-vivobook-x513ea-bq2420-90nb0sg6-(m37470)",Kompüter texnikası,Notbuklar
HP,"17.3"" Laptop 17-CP0014UR (5R310EA)",,"HP 17.3"" Laptop 17-CP0014UR (5R310EA)","HP 17.3"" Laptop 17-CP0014UR (5R310EA) ",,,1549,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/5r310eee-min.jpg,"https://www.w-t.az/mehsul/61f7c7feeb374f7935e6c2da/hp-17.3""-laptop-17-cp0014ur-(5r310ea)",Kompüter texnikası,Notbuklar
Apple,"MacBook Air 13"" 512GB (MGNE3LL/A) (2020) Gold",,"Apple MacBook Air 13"" 512GB (MGNE3LL/A) (2020) Gold","Apple MacBook Air 13"" 512GB (MGNE3LL/A) (2020) Gold ",,lightpink,2949,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/macbook-air-13-gold-min.jpg,"https://www.w-t.az/mehsul/61fbe7b3c28d7a478f79dfd8/apple-macbook-air-13""-512gb-(mgne3lla)-(2020)-gold",Kompüter texnikası,Notbuklar
Keenetic,4G (KN-1210),White,Keenetic 4G (KN-1210),Keenetic 4G (KN-1210) White,,,75,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/Keenetic 4G (KN-1210).jpg,https://www.w-t.az/mehsul/5ef1b4d4f835f90007ff440e/keenetic-4g-(kn-1210)-white,Kompüter texnikası,Modem və router
Keenetic,Omni (KN-1410),White,Keenetic Omni (KN-1410),Keenetic Omni (KN-1410) White,,,85,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/Keenetic Omni (KN-1410)-.jpg,https://www.w-t.az/mehsul/5ef1b7c7f835f90007ff443d/keenetic-omni-(kn-1410)-white,Kompüter texnikası,Modem və router
Keenetic,Giga (KN-1010),Grey,Keenetic Giga (KN-1010),Keenetic Giga (KN-1010) Grey,,,225,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/Keenetic Giga (KN-1010).jpg,https://www.w-t.az/mehsul/5ef1c819f835f90007ff4517/keenetic-giga-(kn-1010)-grey,Kompüter texnikası,Modem və router
D-Link,4G mobile router,,D-Link 4G mobile router,D-Link 4G mobile router ,,,150,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/d-link.jpg,https://www.w-t.az/mehsul/5ef5f1a3431a3c00071cf829/d-link-4g-mobile-router,Kompüter texnikası,Modem və router
Mercusys,MW300D,,Mercusys MW300D,Mercusys MW300D ,,,45,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/router-min.jpg,https://www.w-t.az/mehsul/60784186a12f834c318cc66f/mercusys-mw300d,Kompüter texnikası,Modem və router
Xiaomi,Mi Smart Router 4C,,Xiaomi Mi Smart Router 4C,Xiaomi Mi Smart Router 4C ,,,35,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/FROROUTER-min.jpg,https://www.w-t.az/mehsul/607ed4ea6637305eb1beaf05/xiaomi-mi-smart-router-4c,Kompüter texnikası,Modem və router
D-Link,DAP-1325,,D-Link DAP-1325,D-Link DAP-1325 ,,,55,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/dlink-min.jpg,https://www.w-t.az/mehsul/607fc64ba6bdf96cdb1b85da/d-link-dap-1325,Kompüter texnikası,Modem və router
tp-link,4G LTE Mobile WiFi Portable Router M7200,,tp-link 4G LTE Mobile WiFi Portable Router M7200,tp-link 4G LTE Mobile WiFi Portable Router M7200 ,,,120,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/M7200-min.jpg,https://www.w-t.az/mehsul/60d18e29393b4c2fd16d173e/tp-link-4g-lte-mobile-wifi-portable-router-m7200,Kompüter texnikası,Modem və router
D-Link,ROUTER AC1300 MESH RANGE EXTENDER DRA-1360,,D-Link ROUTER AC1300 MESH RANGE EXTENDER DRA-1360,D-Link ROUTER AC1300 MESH RANGE EXTENDER DRA-1360 ,,,130,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/DRA-1360-min.jpg,https://www.w-t.az/mehsul/60d1d970393b4c2fd16d1b5a/d-link-router-ac1300-mesh-range-extender-dra-1360,Kompüter texnikası,Modem və router
D-Link,AC750 Plus Wi-Fi Range Extender DAP-1530,,D-Link AC750 Plus Wi-Fi Range Extender DAP-1530,D-Link AC750 Plus Wi-Fi Range Extender DAP-1530 ,,,89,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/1530-min.jpg,https://www.w-t.az/mehsul/60d1f3e1393b4c2fd16d1bdf/d-link-ac750-plus-wi-fi-range-extender-dap-1530,Kompüter texnikası,Modem və router
HP,Neverstop Laser 1000a,,HP Neverstop Laser 1000a,HP Neverstop Laser 1000a ,,,139,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/hp-neverstop-laser-1000a.jpg,https://www.w-t.az/mehsul/5f93f8dda823d9485a42cf0b/hp-neverstop-laser-1000a,Kompüter texnikası,Printertlər
,LaserJet Pro M102A (G3Q34A),, LaserJet Pro M102A (G3Q34A), LaserJet Pro M102A (G3Q34A) ,,,129,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/HP-Printer-Laserjet-Pro-M102A-(G3Q34A)-min.jpg,https://www.w-t.az/mehsul/604c962dbc0fba1c6334b027/hp-laserjet-pro-m102a-(g3q34a),Kompüter texnikası,Printertlər
Canon,i-Sensys LBP162DW (2438C001AA),,Canon i-Sensys LBP162DW (2438C001AA),Canon i-Sensys LBP162DW (2438C001AA) ,,,179,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/Canon-I-SENSYS-LBP162DW-(2438C001)-min.jpg,https://www.w-t.az/mehsul/604cd04c5ee82921e8f4d6be/canon-i-sensys-lbp162dw-(2438c001aa),Kompüter texnikası,Printertlər
HP,Printer Smart Tank 515 AiO (1TJ09A),,HP Printer Smart Tank 515 AiO (1TJ09A),HP Printer Smart Tank 515 AiO (1TJ09A) ,,,439,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/pribteer-min.jpg,https://www.w-t.az/mehsul/618b6f657042c60bfe136211/hp-printer-smart-tank-515-aio-(1tj09a),Kompüter texnikası,Printertlər
"15.6"" CB-2100","15.6"" CB-2100",Black,"15.6"" CB-2100 15.6"" CB-2100","15.6"" CB-2100 15.6"" CB-2100 Black",,black,55,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/coolbell-cb-2100-black.jpg,"https://www.w-t.az/mehsul/5f92a6dbf0f9a06e37e7d49f/coolbell-15.6""-cb-2100-black",Kompüter texnikası,Kompüter aksesuarları
"15.6"" CB-3039","15.6"" CB-3039",Black,"15.6"" CB-3039 15.6"" CB-3039","15.6"" CB-3039 15.6"" CB-3039 Black",,black,70,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/coolbell-cb-3039-black.jpg,"https://www.w-t.az/mehsul/5f92b2c6f0f9a06e37e7d4c9/coolbell-15.6""-cb-3039-black",Kompüter texnikası,Kompüter aksesuarları
Dell,MS116,,Dell MS116,Dell MS116 ,,,20,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/DELL-MOUSE-USB-MS116.jpg,https://www.w-t.az/mehsul/5fdb5f58ea41a63ab75ae34f/dell-ms116,Kompüter texnikası,Kompüter aksesuarları
1st Player,FD300,,1st Player FD300,1st Player FD300 ,,,45,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/1st-player.jpg,https://www.w-t.az/mehsul/5fdb61adea41a63ab75ae373/1st-player-fd300,Kompüter texnikası,Kompüter aksesuarları
HP,M10 Wired Mouse,,HP M10 Wired Mouse,HP M10 Wired Mouse ,,,15,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/HP-MOUSE-M10-USB.jpg,https://www.w-t.az/mehsul/5fdb6442ea41a63ab75ae391/hp-m10-wired-mouse,Kompüter texnikası,Kompüter aksesuarları
HP,M100 WIred Mouse,,HP M100 WIred Mouse,HP M100 WIred Mouse ,,,15,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/HP-MOUSE-M100-USB.jpg,https://www.w-t.az/mehsul/5fdb652eea41a63ab75ae39d/hp-m100-wired-mouse,Kompüter texnikası,Kompüter aksesuarları
Xiaomi,Lofree Wireless Mouse (EP115),Marina Green,Xiaomi Lofree Wireless Mouse (EP115),Xiaomi Lofree Wireless Mouse (EP115) Marina Green,,mediumaquamarine,70,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/Xiaomi-Lofree-Wireless-Mouse-(EP115)-green.jpg,https://www.w-t.az/mehsul/5fdb6987ea41a63ab75ae3aa/xiaomi-lofree-wireless-mouse-(ep115)-marina-green,Kompüter texnikası,Kompüter aksesuarları
Xiaomi,Lofree Wireless Mouse (EP115),Red,Xiaomi Lofree Wireless Mouse (EP115),Xiaomi Lofree Wireless Mouse (EP115) Red,,red,70,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/Xiaomi-Lofree-Wireless-Mouse-(EP115)-red.jpg,https://www.w-t.az/mehsul/5fdb6987ea41a63ab75ae3aa/xiaomi-lofree-wireless-mouse-(ep115)-red,Kompüter texnikası,Kompüter aksesuarları
Red-Hat Type-C to USB Flash 32GB,Red-Hat Type-C to USB Flash 32GB,,Red-Hat Type-C to USB Flash 32GB Red-Hat Type-C to USB Flash 32GB,Red-Hat Type-C to USB Flash 32GB Red-Hat Type-C to USB Flash 32GB ,,,55,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/BASEUS-RED-HAT-TYPE-C-USB-FLASH-DISK-32cvGB.jpg,https://www.w-t.az/mehsul/5fdcb243ea41a63ab75ae5ff/baseus-red-hat-type-c-to-usb-flash-32gb,Kompüter texnikası,Kompüter aksesuarları
Cruzer Blade USB Flash 64GB,Cruzer Blade USB Flash 64GB,,Cruzer Blade USB Flash 64GB Cruzer Blade USB Flash 64GB,Cruzer Blade USB Flash 64GB Cruzer Blade USB Flash 64GB ,,,35,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/FLASH-SANDISK.jpg,https://www.w-t.az/mehsul/5fdcb426ea41a63ab75ae609/sandisk-cruzer-blade-usb-flash-64gb,Kompüter texnikası,Kompüter aksesuarları
Cruzer Blade USB Flash 32GB,Cruzer Blade USB Flash 32GB,,Cruzer Blade USB Flash 32GB Cruzer Blade USB Flash 32GB,Cruzer Blade USB Flash 32GB Cruzer Blade USB Flash 32GB ,,,19,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/FLASH-SANDISK.jpg,https://www.w-t.az/mehsul/5fdcb745ea41a63ab75ae627/sandisk-cruzer-blade-usb-flash-32gb,Kompüter texnikası,Kompüter aksesuarları
Cruzer Blade USB Flash 8GB,Cruzer Blade USB Flash 8GB,,Cruzer Blade USB Flash 8GB Cruzer Blade USB Flash 8GB,Cruzer Blade USB Flash 8GB Cruzer Blade USB Flash 8GB ,,,12,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/FLASH-SANDISK.jpg,https://www.w-t.az/mehsul/5fdcb835ea41a63ab75ae645/sandisk-cruzer-blade-usb-flash-8gb,Kompüter texnikası,Kompüter aksesuarları
Cruzer Fit USB Flash 16GB,Cruzer Fit USB Flash 16GB,,Cruzer Fit USB Flash 16GB Cruzer Fit USB Flash 16GB,Cruzer Fit USB Flash 16GB Cruzer Fit USB Flash 16GB ,,,15,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/FLASH-SANDISK-CRUZER-FIT.jpg,https://www.w-t.az/mehsul/5fdcb8f9ea41a63ab75ae65b/sandisk-cruzer-fit-usb-flash-16gb,Kompüter texnikası,Kompüter aksesuarları
Cruzer Fit USB Flash 64GB,Cruzer Fit USB Flash 64GB,,Cruzer Fit USB Flash 64GB Cruzer Fit USB Flash 64GB,Cruzer Fit USB Flash 64GB Cruzer Fit USB Flash 64GB ,,,35,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/FLASH-SANDISK-CRUZER-FIT.jpg,https://www.w-t.az/mehsul/5fdcb933ea41a63ab75ae65f/sandisk-cruzer-fit-usb-flash-64gb,Kompüter texnikası,Kompüter aksesuarları
Ultra Flair USB 3.0 128GB (150 MB/S),Ultra Flair USB 3.0 128GB (150 MB/S),,Ultra Flair USB 3.0 128GB (150 MB/S) Ultra Flair USB 3.0 128GB (150 MB/S),Ultra Flair USB 3.0 128GB (150 MB/S) Ultra Flair USB 3.0 128GB (150 MB/S) ,,,85,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/FLASH-SANDISK-USB-3.0-128GB-150MB.jpg,https://www.w-t.az/mehsul/5fdcbbcfea41a63ab75ae684/sandisk-ultra-flair-usb-3.0-128gb-(150-mbs),Kompüter texnikası,Kompüter aksesuarları
Ultra Flair USB 3.0 16GB (130 MB/S),Ultra Flair USB 3.0 16GB (130 MB/S),,Ultra Flair USB 3.0 16GB (130 MB/S) Ultra Flair USB 3.0 16GB (130 MB/S),Ultra Flair USB 3.0 16GB (130 MB/S) Ultra Flair USB 3.0 16GB (130 MB/S) ,,,19,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/FLASH-SANDISK-USB-3.0-128GB-150MB.jpg,https://www.w-t.az/mehsul/5fdcbd5eea41a63ab75ae692/sandisk-ultra-flair-usb-3.0-16gb-(130-mbs),Kompüter texnikası,Kompüter aksesuarları
Ultra Flair USB 3.0 32GB (150 MB/S),Ultra Flair USB 3.0 32GB (150 MB/S),,Ultra Flair USB 3.0 32GB (150 MB/S) Ultra Flair USB 3.0 32GB (150 MB/S),Ultra Flair USB 3.0 32GB (150 MB/S) Ultra Flair USB 3.0 32GB (150 MB/S) ,,,25,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/FLASH-SANDISK-USB-3.0-128GB-150MB.jpg,https://www.w-t.az/mehsul/5fdcbe9cea41a63ab75ae69c/sandisk-ultra-flair-usb-3.0-32gb-(150-mbs),Kompüter texnikası,Kompüter aksesuarları
Ultra Flair USB 3.0 64GB (150 MB/S),Ultra Flair USB 3.0 64GB (150 MB/S),,Ultra Flair USB 3.0 64GB (150 MB/S) Ultra Flair USB 3.0 64GB (150 MB/S),Ultra Flair USB 3.0 64GB (150 MB/S) Ultra Flair USB 3.0 64GB (150 MB/S) ,,,45,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/FLASH-SANDISK-USB-3.0-128GB-150MB.jpg,https://www.w-t.az/mehsul/5fdcc11fea41a63ab75ae6ba/sandisk-ultra-flair-usb-3.0-64gb-(150-mbs),Kompüter texnikası,Kompüter aksesuarları
Toshiba,Mouse USB U55,,Toshiba Mouse USB U55,Toshiba Mouse USB U55 ,,,15,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/miwka-min.jpg,https://www.w-t.az/mehsul/607eba9d6637305eb1beaec4/toshiba-mouse-usb-u55,Kompüter texnikası,Kompüter aksesuarları
Logitech,MK220 Wireless Keyboard and Mouse Combo (Black),,Logitech MK220 Wireless Keyboard and Mouse Combo (Black),Logitech MK220 Wireless Keyboard and Mouse Combo (Black) ,,,65,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/logitech-mouse-keyboard-xvnjkn-min.jpg,https://www.w-t.az/mehsul/607fe45ea6bdf96cdb1b8637/logitech-mk220-wireless-keyboard-and-mouse-combo-(black),Kompüter texnikası,Kompüter aksesuarları
1st Player,K8 PC Gaming Keyboard and Mouse Combo,,1st Player K8 PC Gaming Keyboard and Mouse Combo,1st Player K8 PC Gaming Keyboard and Mouse Combo ,,,75,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/1stplay-min.jpg,https://www.w-t.az/mehsul/607ff8e7a6bdf96cdb1b8665/1st-player-k8-pc-gaming-keyboard-and-mouse-combo,Kompüter texnikası,Kompüter aksesuarları
Mi Colorful Small Backpack,Mi Colorful Small Backpack,,Mi Colorful Small Backpack Mi Colorful Small Backpack,Mi Colorful Small Backpack Mi Colorful Small Backpack ,,dimgray,25,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/xiaomi.jpg,https://www.w-t.az/mehsul/6080283fa6bdf96cdb1b86cb/xiaomi-mi-colorful-small-backpack,Kompüter texnikası,Kompüter aksesuarları
Mobile Game Combo Pack,Mobile Game Combo Pack,,Mobile Game Combo Pack Mobile Game Combo Pack,Mobile Game Combo Pack Mobile Game Combo Pack ,,,85,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/comcocombo-min.jpg,https://www.w-t.az/mehsul/60894285c2eb734d6ed7e9e1/4-in-1-mobile-game-combo-pack,Kompüter texnikası,Kompüter aksesuarları
"15.6"" CB-503T","15.6"" CB-503T",,"15.6"" CB-503T 15.6"" CB-503T","15.6"" CB-503T 15.6"" CB-503T ",,black,65,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/COOLBELL-BAG-CB-503T-min.jpg,"https://www.w-t.az/mehsul/60fe65c451e6c1659d6e4122/coolbell-15.6""-cb-503t",Kompüter texnikası,Kompüter aksesuarları
Logitech,Gaming Mouse G102,,Logitech Gaming Mouse G102,Logitech Gaming Mouse G102 ,,,15,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/LOGITECH-GAMING-MOUSE-G102-min.jpg,https://www.w-t.az/mehsul/611638b831d01101d232f58c/logitech-gaming-mouse-g102,Kompüter texnikası,Kompüter aksesuarları
Aux,ASW-H12A4/FFR1-ASWH12A4/R1,,Aux ASW-H12A4/FFR1-ASWH12A4/R1,Aux ASW-H12A4/FFR1-ASWH12A4/R1 ,,,729,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/aux -1.jpg,https://www.w-t.az/mehsul/5f202fdd028695000764b220/aux-asw-h12a4ffr1-aswh12a4r1,Məişət texnikası,İqlim
Lotus,LT09R410W,,Lotus LT09R410W,Lotus LT09R410W ,,,509,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/LOTUS-LT09R410W-min.jpg,https://www.w-t.az/mehsul/5ff30e1677a5807f68a56e26/lotus-lt09r410w,Məişət texnikası,İqlim
Aux,ASW-H09A4/HEBR1/ASW-H09A4/HER1,,Aux ASW-H09A4/HEBR1/ASW-H09A4/HER1,Aux ASW-H09A4/HEBR1/ASW-H09A4/HER1 ,,,699,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/AUX-ASW-H09A4-min.jpg,https://www.w-t.az/mehsul/605db002943a444b0497f455/aux-asw-h09a4hebr1asw-h09a4her1,Məişət texnikası,İqlim
Aux,ASW-H18A4/HEBR1/ASW-H18A4HER1,,Aux ASW-H18A4/HEBR1/ASW-H18A4HER1,Aux ASW-H18A4/HEBR1/ASW-H18A4HER1 ,,,1109,,https://w-t.ams3.cdn.digitaloceanspaces.com/images/AUX-ASW-H09A4-min.jpg,https://www.w-t.az/mehsul/605ddf2b943a444b0497f574/aux-asw-h18a4hebr1asw-h18a4her1,Məişət texnikası,İqlim
